keyword,canonical_form,cluster_id,freq
Crude glycerin,Crude glycerin,Crude glycerin,1
Polyethylene terephthalate wastes,Polyethylene terephthalate wastes,Polyethylene terephthalate wastes,1
Polyurethane rigid foam,Polyurethane rigid foam,Polyurethane rigid foam,1
Polyurethane wastes,Polyurethane wastes,Polyurethane wastes,2
egg supply chain,egg supply chain,egg supply chain,1
poultry industry,poultry industry,poultry industry,1
spent hens,spent hens,spent hens,1
NiCE,NiCE,NiCE,1
Circular bio-enabled economy,Circular bio-enabled economy,Circular bio-enabled economy,1
Plastisphere,Plastisphere,Plastisphere,1
absolute sustainability,absolute sustainability,absolute sustainability,1
cyber physical systems,cyber physical systems,cyber physical systems,1
"Additive manufacturing, Circular economy","Additive manufacturing, Circular economy","Additive manufacturing, Circular economy",1
Distributed Recycling,Distributed Recycling,Distributed Recycling,1
Plant tests,Plant tests,Plant tests,1
Sludge dewatering,Sludge dewatering,Sludge dewatering,1
bio-based phenols,bio-based phenols,bio-based phenols,1
cardanol-based plasticizers,cardanol-based plasticizers,cardanol-based plasticizers,1
enzymatic polycondensation,enzymatic polycondensation,enzymatic polycondensation,1
polymer plasticization,polymer plasticization,polymer plasticization,1
sustainable polymer chemistry,sustainable polymer chemistry,sustainable polymer chemistry,1
income generation,income generation,income generation,1
Oreochromis niloticus,Oreochromis niloticus,Oreochromis niloticus,1
smallholder farmers,smallholder farmers,smallholder farmers,1
socioeconomic analysis,socioeconomic analysis,socioeconomic analysis,1
Clean fuel,Clean fuel,Clean fuel,1
apatite,apatite,apatite,1
cytocompatibility,cytocompatibility,cytocompatibility,1
hydrothermal conversion,hydrothermal conversion,hydrothermal conversion,1
organic matrix,organic matrix,organic matrix,2
osteogenic differentiation,osteogenic differentiation,osteogenic differentiation,1
Soil conservation,Soil conservation,Soil conservation,1
Crystallization nuclei,Crystallization nuclei,Crystallization nuclei,1
Padel-tennis ball,Padel-tennis ball,Padel-tennis ball,1
hemp protein isolate,hemp protein isolate,hemp protein isolate,1
hemp protein recovery,hemp protein recovery,hemp protein recovery,1
road infrastructure,road infrastructure,road infrastructure,1
spatially refined mapping,spatially refined mapping,spatially refined mapping,1
brand psychology,brand psychology,brand psychology,1
non-luxury brands,non-luxury brands,non-luxury brands,1
recycled products,recycled products,recycled products,2
retail industry,retail industry,retail industry,2
Lot sizing,Lot sizing,Lot sizing,1
Biogenic foam,Biogenic foam,Biogenic foam,1
Flavonoid polymer,Flavonoid polymer,Flavonoid polymer,1
Energy consumption optimisation,Energy consumption optimisation,Energy consumption optimisation,1
Machining processes,Machining processes,Machining processes,1
NC programs,NC programs,NC programs,1
State of health,State of health,State of health,1
Economic regulation,Economic regulation,Economic regulation,1
Recycle efficiency,Recycle efficiency,Recycle efficiency,1
Window two-stage DDF recycle model,Window two-stage DDF recycle model,Window two-stage DDF recycle model,1
chitosan beads,chitosan beads,chitosan beads,1
chitosan hydrogel,chitosan hydrogel,chitosan hydrogel,1
chitosan nanofibers,chitosan nanofibers,chitosan nanofibers,1
chitosan nanoparticles,chitosan nanoparticles,chitosan nanoparticles,1
orthophosphate(V) adsorption and desorption,orthophosphate(V) adsorption and desorption,orthophosphate(V) adsorption and desorption,1
orthophosphate(V) removal,orthophosphate(V) removal,orthophosphate(V) removal,1
blue jeans/denim,blue jeans/denim,blue jeans/denim,1
improved wearability,improved wearability,improved wearability,1
innovative textile structures,innovative textile structures,innovative textile structures,1
quality control,quality control,quality control,1
A.Polymers,A.Polymers,A.Polymers,1
A.Structural composites,A.Structural composites,A.Structural composites,1
B.Impact behavior,B.Impact behavior,B.Impact behavior,1
C.Buckling,C.Buckling,C.Buckling,1
C.Deformation,C.Deformation,C.Deformation,1
fib vision,fib vision,fib vision,1
performance-based design,performance-based design,performance-based design,1
due diligence,due diligence,due diligence,1
EU taxonomy regulation,EU taxonomy regulation,EU taxonomy regulation,1
anti-ageing,anti-ageing,anti-ageing,1
cosmetic(s),cosmetic(s),cosmetic(s),1
grape by-product(s),grape by-product(s),grape by-product(s),1
grape(s),grape(s),grape(s),1
Fluorescent light tube glass,Fluorescent light tube glass,Fluorescent light tube glass,1
Kiln-casting,Kiln-casting,Kiln-casting,1
SnO<sub>2</sub> thin film,SnO<sub>2</sub> thin film,SnO<sub>2</sub> thin film,1
Close loop chain,Close loop chain,Close loop chain,1
Product quality,Product quality,Product quality,1
educational research,educational research,educational research,1
teacher training,teacher training,teacher training,1
mineral retention,mineral retention,mineral retention,1
CEBOM,CEBOM,CEBOM,1
MACONT,MACONT,MACONT,1
Multi-Criteria Group Decision-Making,Multi-Criteria Group Decision-Making,Multi-Criteria Group Decision-Making,1
emerging plastic variants,emerging plastic variants,emerging plastic variants,1
marine plastic waste,marine plastic waste,marine plastic waste,2
plasticrust,plasticrust,plasticrust,1
plastiglomerate,plastiglomerate,plastiglomerate,1
plastitar,plastitar,plastitar,1
Biosensor,Biosensor,Biosensor,1
Non-enzymatic sensing,Non-enzymatic sensing,Non-enzymatic sensing,1
Paper FET,Paper FET,Paper FET,1
Paddy rice,Paddy rice,Paddy rice,1
Soil quality index,Soil quality index,Soil quality index,1
Cassava starch production chain,Cassava starch production chain,Cassava starch production chain,1
Integrated agro-based industrial zero emission system (AIZES),Integrated agro-based industrial zero emission system (AIZES),Integrated agro-based industrial zero emission system (AIZES),1
Plastic depolymerization,Plastic depolymerization,Plastic depolymerization,1
QCM-D,QCM-D,QCM-D,1
TfCut2,TfCut2,TfCut2,1
Complex Innovation Strategies,Complex Innovation Strategies,Complex Innovation Strategies,1
Single,Single,Single,1
Industry reform,Industry reform,Industry reform,1
Biofertilisers,Biofertilisers,Biofertilisers,3
Sustainable entrepreneurship,Sustainable entrepreneurship,Sustainable entrepreneurship,1
Multiscalar modeling,Multiscalar modeling,Multiscalar modeling,1
Socio-environmental systems,Socio-environmental systems,Socio-environmental systems,1
foamed building materials,foamed building materials,foamed building materials,1
Membrane-covered aerobic composting,Membrane-covered aerobic composting,Membrane-covered aerobic composting,1
aminolysis,aminolysis,aminolysis,3
flexible polyurethane foam,flexible polyurethane foam,flexible polyurethane foam,1
microwave chemistry,microwave chemistry,microwave chemistry,1
Resilient,Resilient,Resilient,1
Emergence of technology,Emergence of technology,Emergence of technology,1
Non-cooperative game,Non-cooperative game,Non-cooperative game,1
Superlinear growth,Superlinear growth,Superlinear growth,1
Mineral recycling,Mineral recycling,Mineral recycling,1
Waste to chemicals,Waste to chemicals,Waste to chemicals,1
exports,exports,exports,1
information and communications technology,information and communications technology,information and communications technology,1
crayfish,crayfish,crayfish,1
hydrothermal,hydrothermal,hydrothermal,2
Pipe,Pipe,Pipe,1
Trench,Trench,Trench,1
artisanal fishing,artisanal fishing,artisanal fishing,2
coastal lagoons,coastal lagoons,coastal lagoons,2
green crab,green crab,green crab,2
lagoon fishery,lagoon fishery,lagoon fishery,2
population dynamics,population dynamics,population dynamics,2
sustainable fisheries,sustainable fisheries,sustainable fisheries,2
Artificial intelligence (AI) co-occurrence,Artificial intelligence (AI) co-occurrence,Artificial intelligence (AI) co-occurrence,1
Internet-of-things (IoT),Internet-of-things (IoT),Internet-of-things (IoT),1
Technological interventions,Technological interventions,Technological interventions,1
bio-based material,bio-based material,bio-based material,4
vernacular,vernacular,vernacular,1
Carbon capture system,Carbon capture system,Carbon capture system,1
Supporting policy,Supporting policy,Supporting policy,1
Human resource,Human resource,Human resource,1
MDG,MDG,MDG,1
Organizational social sustainability,Organizational social sustainability,Organizational social sustainability,1
A. niger,A. niger,A. niger,1
Carrot discards,Carrot discards,Carrot discards,1
Carrot juice,Carrot juice,Carrot juice,1
Fructosyltransferase,Fructosyltransferase,Fructosyltransferase,1
In situ enzymatic synthesis,In situ enzymatic synthesis,In situ enzymatic synthesis,1
Natural juice,Natural juice,Natural juice,1
β-Fructofuranosidase,β-Fructofuranosidase,β-Fructofuranosidase,1
tungsten carbide,tungsten carbide,tungsten carbide,1
Full utilization,Full utilization,Full utilization,1
Lignocellulose biomass,Lignocellulose biomass,Lignocellulose biomass,2
housing standards,housing standards,housing standards,1
humanitarian crisis,humanitarian crisis,humanitarian crisis,2
Agro-industrial supply chain,Agro-industrial supply chain,Agro-industrial supply chain,1
C3DCN,C3DCN,C3DCN,1
decoupled head,decoupled head,decoupled head,1
ODConv,ODConv,ODConv,1
Soft-NMS,Soft-NMS,Soft-NMS,1
YOLOv5,YOLOv5,YOLOv5,1
hydrochemistry,hydrochemistry,hydrochemistry,1
16S rRNA metabarcoding,16S rRNA metabarcoding,16S rRNA metabarcoding,1
Plant growth promotion,Plant growth promotion,Plant growth promotion,2
business model theory,business model theory,business model theory,1
collagen recovery,collagen recovery,collagen recovery,1
fatty acids production,fatty acids production,fatty acids production,1
protein hydrolysate production,protein hydrolysate production,protein hydrolysate production,1
Camellia sinensis (L.) O. Kuntze,Camellia sinensis (L.) O. Kuntze,Camellia sinensis (L.) O. Kuntze,1
Back-to-monomer,Back-to-monomer,Back-to-monomer,1
photodegradation,photodegradation,photodegradation,3
Bifacial photovoltaic thermal system,Bifacial photovoltaic thermal system,Bifacial photovoltaic thermal system,1
Greenhouse dryer,Greenhouse dryer,Greenhouse dryer,1
Automobiles,Automobiles,Automobiles,1
financial tools,financial tools,financial tools,1
investing,investing,investing,1
tariff,tariff,tariff,1
Biological control,Biological control,Biological control,1
"Biostimulants, weeds","Biostimulants, weeds","Biostimulants, weeds",1
Pest management,Pest management,Pest management,1
Wood extract,Wood extract,Wood extract,1
Challenge-based innovation policy,Challenge-based innovation policy,Challenge-based innovation policy,1
Mission-oriented innovation policy,Mission-oriented innovation policy,Mission-oriented innovation policy,1
Mission-specific innovation systems,Mission-specific innovation systems,Mission-specific innovation systems,1
Transformative change,Transformative change,Transformative change,1
garnet,garnet,garnet,1
production diversity,production diversity,production diversity,1
base metals,base metals,base metals,1
cobalt oxide,cobalt oxide,cobalt oxide,2
Electric Motors,Electric Motors,Electric Motors,1
Industrial Robots,Industrial Robots,Industrial Robots,1
Cello-oligosaccharides,Cello-oligosaccharides,Cello-oligosaccharides,1
Degradation compounds,Degradation compounds,Degradation compounds,1
Meyerozyma caribbica,Meyerozyma caribbica,Meyerozyma caribbica,1
Rental business model,Rental business model,Rental business model,1
Narrative review,Narrative review,Narrative review,2
PET circularity,PET circularity,PET circularity,1
polyhydroxyurethane,polyhydroxyurethane,polyhydroxyurethane,1
Agro-industrial,Agro-industrial,Agro-industrial,1
Renewable electricity surplus,Renewable electricity surplus,Renewable electricity surplus,1
